name;brand;price;ingredients;rating;sub-category;category;benefit
Cleanse & Hydrate Aloe Vera Facial Wipes;ST. IVES;Rp67.000;Aqua, cetearyl isononanoate, aloe barbadensis leaf juice, benzoic acid, ceteareth-12, ceteareth-20, cetearyl alcohol, citric acid, dehydroacetic acid, disodium EDTA, glycerin, glyceryl stearate, panthenol, pantolactor phenoxyethanol, sodium citrate, tocopheryl acetate.;4.6;Cleansing Wipes;Cleanser;membersihkan kulit dari debu, kotoran, dan sisa make up yang secara instan membuat kulit segar dan cerah bercahaya
The Perfect Refresh Your Day! Cleansing Tissue Plus;ARIUL;Rp 31.500 - Rp 99.000;Water, Olive Oil Peg-8 Esters, Butylene Glycol, Dipropylene Glycol, Peg-7 Glyceryl Cocoate, Helianthus Annuus (Sunflower) Seed Oil, Oxygen, Mineral Water, Brassica Oleracea Italica (Broccoli) Extract, Solanum Lycopersicum (Tomato) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Musa Sapientum (Banana) Fruit Extract, Brassica Oleracea Capitata (Cabbage) Leaf Extract,Daucus Carota Sativa (Carrot) Root Extract, Myrciaria Dubia Fruit Extract, Anthemis Nobilis Flower Extract, Peg-60 Hydrogenated Castor Oil, Sodium Citrate, Cetylpyridinium Chloride, Caprylyl Glycol, Cocamidopropyl Pg-Dimonium Chloride Phosphate, Citric Acid, Phenoxyethanol, Disodium EDTA, Eucalyptus Globulus Leaf Oil, Citrus Aurantifolia (Lime) Oil, Pinus Sylvestris Leaf Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Citrus Limon (Lemon) Peel Oil.;4.7;Cleansing Wipes;Cleanser;efektif membersihkan make up & kotoran/ polusi/ debu/ micro-dust dengan satu usapan lembut, agar kulit dan pori-pori jadi lebih bersih & segar.
Cleanse & Refresh Cucumber Facial Wipes;ST. IVES;Rp67.000;"Aqua/Water, Cetearyl Isononanoate, Glycerin, Benzoic Acid, Ceteareth-12, Ceteareth-20, Cetearyl Alcohol, Citric Acid, Cucumis Sativus (Cucumber) Fruit Extract, Dehydroacetic Acid, Disodium EDTA, Glyceryl Stearates, Panthenol; Dexpanthenol, Pantolactone, Phenoxyethanol, Propanediol, Sodium Citrate, Tocopheryl Acetate";4.5;Cleansing Wipes;Cleanser;membersihkan kulit dari debu, kotoran, dan sisa make up yang secara instan membuat kulit segar dan cerah bercahaya.
The Perfect Refresh Your Day! Lip and Eye Remover Pad;ARIUL;Rp 38.250 - Rp 40.500;Purified Water, Cetylethylhexanoate, Cyclopentasiloxane, Cyclohexasiloxane, Methylpropanediol, Glycerin, Poloxamer 184, Sunflower Seed Oil, Apricot Seed Oil, Olive Oil, Jojoba Seed Oil, Broccoli Extract, Tomato Extract, Apple Extract, Banana Extract, Cabbage Extract, Carrot Extract, Black Bean Extract, Sesame Extract, Oat Flour Extract, Sodium Cocoyl Apple Amino Acid, Hexylene Glycol, Tetrasodium Glutamate Diacetate, Potassium Cocoyl Glycinate, Ethylhexylglycerin, Cetylpyridinium Chloride, Caprylyl Glycol, Cocamidopropyl PG-Dimonium Chloride Phosphate, Citric Acid, Eucalyptus Leaf Oil, Lime Leaf Oil, Old Tree Leaf Oil, Orange Peel Oil, Bergamot Oil, Lemon Peel Oil;4.8;Cleansing Wipes;Cleanser;membersihkan lipstick dan juga eyeliner/ mascara waterproof dengan satu usapan lembut.
Mari Mori Make Up Remover Wipes;BARENBLISS;Rp42.000;Water, Sodium Lauroyl Sarcosinate, Methylpropanediol, Decyl Glucoside, Phenoxyethanol, PEG-40 Hydrogenated Castor Oil, Sodium Hydroxide, Polyaminopropyl Biguanide, Ethylhexylglycerin, Citric Acid, Parfum, Centella Asiatica Extract, Calendula Officinalis Flower Extract, Moringa Oleifera Seed Extract, Chamomilla Recutita (Matricaria) Flower Extract, Ceramide NP.;4.5;Cleansing Wipes;Cleanser;menghilangkan riasan dan kotoran secara mendalam, satu lembar cukup untuk seluruh wajah. menenangkan kulit 
Low pH Cleansing Pad;PYUNKANG YUL;Rp168.000;Aqua, Butylene Glycol, Dipropylene Glycol, Polyglyceryl-6 Caprylate, Polyglyceryl-4 Caprate, Hydroxyacetophenone, Ethylhexylglycerin, Citric Acid, Octyldodecanol, 1,2-Hexanediol, Portulaca Oleracea Extract, Phaseolus Radiatus Seed Extract, Hamamelis Virginiana (Witch Hazel) Extract, Centella Asiatica Extract, Ceramide Np;0;Cleansing Wipes;Cleanser;membersihkan kulit wajah dengan bantalan kapas 2 sisi. Satu sisi merupakan sisi yang timbul yang membantu mengangkat sel kulit mati, serta sisi yang halus untuk memberi kelembapan pada kulit. membantu membersihkan kulit dengan lembut. eksfoliasi dan membersihkan kulit, memberi efek sejuk dan menenangkan pada kulit yang teriritasi ringan. menjaga dan merawat skin barrier, yang membuat kulit terasa bersih dan tetap lembab.
Make Up Remover Cleansing Oil Sheet;BIORE;Rp25.160;Ingredients;5;Cleansing Wipes;Cleanser;membersihkan riasan yang melapisi kulit Anda, dan mengangkatnya secara total, bahkan area mata yang seringkali menggunakan riasan lebih tebal dari bagian wajah lainnya. menjaga kelembapan alami kulit sehingga tidak menjadi kering.
