name;brand;price;ingredients;rating;sub-category;category;benefit
All Clean Balm Mandarin;HEIMISH;Rp198.000;Shea Butter,Citrus Herb Oil,Coconut Extract,Butylene glycol carica papaya,Citrus Aurantium Amara (Bitter Orange)   ;4;Cleansing Balm;Cleanser;menghapus makeup secara menyeluruh, bahkan waterproof makeup sekalipun
All Clean Balm;HEIMISH;Rp198.000;Ethylhexyl Palmitate, Cetyl Ethylhexanoate, PEG-20 Glyceryl Triisostearate, Polyethylene, PEG-8Isostearate, Shea Butter, Donkey milk, Coconut palm Extract, Iris nertschinskia Extract, Freesia Refracta Extract, Tilia Tomentosa Extract, Jasminum Officinale (Jasmine) Extract, Lilium Tigrinum Extract, Noble White Extract, Nelumbium Speciosum Flower Extract, Narcissus Pseudo-Narcissus Flower Extract, Rose Extract, Citrus Aurantium Dulcis (Orange) Peel Oil, Lavender Oil, Pelargonium Graveolens Flower Oil, Amyris Balsamifera Bark Oil, Citrus paradisi (Grapefruit) peel oil, Eucalyptus globulus leaf oil, MelaleucaAlernifolia Leaf Oil, Boswellia Carterii Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Tocopheryl Acetate, 1,2-Hexanediol;5;Cleansing Balm;Cleanser;Pembersih Serba Guna untuk makeup waterproof, kotoran, dan komedo, Tidak Mengiritasi Mata,  
Squalane Multi-Action Cleansing Balm;OASEA LABORATORIES;Rp170.100;Ethylhexyl Palmitate, Hydrogenated Styrene/Isoprene Copolymer, Neopentyl Glycol Dicaprate, Triethylhexanoin, Dextrin Palmitate, Polyethylene, Laureth-4, Peg-8 Glyceryl Isostearate, Helianthus Annuus (Sunflower) Seed Oil, Squalane, Phenoxyethanol, Tocopherol, Centella Asiatica Extract, Sodium Acetylated Hyaluronate;5;Cleansing Balm;Cleanser;membersihkan riasan dan kotoran pada wajah secara mudah, menghidrasi, menenangkan, melindungi, dan memberi nutrisi pada kulit wajah, membuat kulit terasa lembut dan kenyal.
Meltaway Balm Peach;DEAR ME BEAUTY;Rp122.180;Ethylhexyl Palmitate, Tridecyl Isononanoate, Cetyl Ethylhexanoate, Peg-12 Diisostearate, Polyethylene, Peg-20 Glyceryl Triisostearate, Tocopheryl Acetate, Phenoxyethanol, Caprylyl Glycol, Parfum;4.5;Cleansing Balm;Cleanser;membersihkan kotoran, residu sunscreen, dan makeup
Zero Oil Cleansing Balm;SKINTIFIC;Rp87.920;AQUA, PEG-7 GLYCERYL COCOATE, GLYCERIN, ISONONYL ISONONANOATE, COCO-CAPRYLATE/CAPRATE, C13-16 ISOPARAFFIN, SODIUM CARBOMER, POLYGLYCERYL-10 LAURATE, POLYGLYCERYL-10 MYRISTATE, CETRARIA ISLANDICA EXTRACT, HYDROXYACETOPHENONE, POLYGLYCERYL-6 DICAPRATE, ALGAE EXTRACT, DISODIUM EDTA, ETHYLHEXYLGLYCERIN, MALTODEXTRIN, LECITHIN, XANTHAN GUM, PHENOXYETHANOL, SODIUM BENZOATE, POTASSIUM SORBATE, AROMA.;5;Cleansing Balm;Cleanser;membersihkan kulit wajah dari makeup waterproof dan non waterproof, membantu menenangkan dan menyegarkan kulit
Fig Cleansing Balm;I'M FROM;Rp474.050;Cetyl Ethylhexanoate, Polyethylene, Synthetic Wax, Ficus carica (fig) Fruit Extract, Peg-10 Isostearate, Peg-20 Glyceryl Triisostearate, Caprylic/Capric Triglyceride, Fragrance, Sorbitan Sesquioleate, Caprylyl Glycol, Ethylhexylglycerin, Moringa Oleifera Seed Oil, Curcuma longa (turmeric) Root Extrac, Melia Azadirachta Flower Extract, Melia Azadirachta Leaf extract, Melia Azadirachta Bark Extract, Corallina Officinalis Extract, Ocimum Sanctum Leaf Extract;4.3;Cleansing Balm;Cleanser;membersihkan semua kotoran dari kulit dan mengangkat komedo dengan lembut tanpa meninggalkan rasa kering di wajah, memberi kelembaban penuh pada kulit setelah kulit dibersihkan
Radiance Cleansing Balm;BEAUTY OF JOSEON;Rp210.600;Cetyl Ethylhexanoate, Caprylic/Capric Triglyceride, Peg-20 Glyceryl Triisostearate, Synthetic Wax, Peg-10 Isostearate, Sorbitan Sesquioleate, Caprylyl Glycol, Hippophae Rhamnoides Oil, Ethylhexylglycerin, Oryza Sativa (Rice) Bran Oil, Oryza Sativa Seed Water, Aqua, Avena Sativa Meal Extract, Coix Lacryma-Jobi Ma-Yuen Seed Extract,Oryza Sativa (Rice) Extract, Glycerin, Propanediol, 1,2-Hexanediol, Lactobacillus/Soybean Ferment Extract, Butylene Glycol;5;Cleansing Balm;Cleanser;mengangkat kotoran, minyak, dan makeup dari wajah. Dapat digunakan pada area mata untuk membersihkan mascara dan eyeliner karena tidak terasa pedih di mata. kelembapan kulit tetap terjaga setelah dibersihkan. menjaga kekencangan kulit dan mencerahkan kulit
2 Layer Effortless Cleansing Balm;TRUE TO SKIN;Rp103.200;ETHYLHEXYL PALMITATE, ISOTRIDECYL ISONONANOATE, CETYL ETHYLHEXANOATE, PEG-12 DIISOSTEARATE, POLYETHYLENE, PEG-20 GLYCERYL TRIISOSTEARATE, PARFUM, WATER, PHENOXYETHANOL, VACCINIUM ANGUSTIFOLIUM (BLUEBERRY) FRUIT EXTRACT, TOCOPHERYL ACETATE, BUTYLENE GLYCOL, CAPRYLYL GLYCOL, CENTELLA ASIATICA EXTRACT, ARTEMISIA VULGARIS EXTRACT, SAMBUCUS NIGRA FRUIT EXTRACT, CITRULLUS VULGARIS (WATERMELON) FRUIT EXTRACT;5;Cleansing Balm;Cleanser;mengangkat semua kotoran termasuk water-proof make up tanpa meninggalkan residu atau terasa greasy. Kulit menjadi bersih, lembut dan kenyal setelah pemakaian.
Deep Clear Cleansing Balm;PYUNKANG YUL;Rp168.000;Helianthus Annuus (Sunflower) Seed Oil, Macadamia Ternifolia Seed Oil, Camellia Sinensis Seed Oil, Centella Asiatica Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Solanum Melongena (Eggplant) Fruit Extract, Melaleuca Alternifolia (Tea Tree) Extract, Houttuynia Cordata Extract, Panthenol, Ceramide NP, Hyaluronic Acid, Oryza Sative (Rice) Bran Oil;0;Cleansing Balm;Cleanser;membersihkan makeup dan kotoran di wajah secara praktis dan efektif. mengurangi minyak berlebih di wajah, menenangkan, melembabkan, serta mengangkat kotoran dari wajah secara lembut agar kulit tampak lebih bersih dan halus.
Melte Balm Cleansing Balm;ROCEO;Rp108.420;Citrus Tangerine, Grape Seed, Calendula, Sweet Almond;5;Cleansing Balm;Cleanser;Membersihkan dan mengangkat make-up, kotoran dan residu dalam hitungan detik, Efektif membuat kulit terasa bersih, halus & glowing sejak pemakaian pertama, mencerahkan wajah.
Acne Care Meltaway Balm;DEAR ME BEAUTY;Rp122.180;Activated Charcoal, 10X BHA (Salicylic Acid), AHA (Glycolic Acid, Mandelic Acid, Malic Acid), PHA (Lactobionic Acid), LHA (Caprlyol Saliyclic Acid), Willow Bark Extract, Centella Asiatica (Cica) + Hyaluronic Acid;3.8;Cleansing Balm;Cleanser;Mengangkat makeup biasa, makeup waterproof, hingga sunscreen pada wajah secara menyeluruh sampai ke pori-pori dengan gentle, Membantu perawatan kulit berjerawat, Membantu menenangkan kulit kemerahan, Memperkecil tampilan pori-pori, Mengeksfoliasi kulit dengan lembut, Membantu memberi kelembapan, Dermatologically tested, Aman untuk bumil dan busui serta dapat digunakan anak-anak mulai umur 9 tahun, Memiliki aroma relaxing
All Clean Balm Mandarin 50 ml;HEIMISH;Rp108.000;Shea Butter, Citrus Herb Oil,Coconut Extract,Butylene glycol carica papaya,Citrus Aurantium Amara (Bitter Orange);0;Cleansing Balm;Cleanser;menghapus makeup secara menyeluruh, bahkan waterproof makeup sekalipun
Biome Barrier Collagen Firming Cleansing Balm 10 ml;UIQ;Rp71.200;Cetyl Ethylhexanoate, Caprylic/Capric Triglyceride, Polyethylene, PEG-10 Isostearate, PEG-20 Glyceryl Triisostearate, Sorbeth-30 Tetraoleate, Sorbitan Sesquioleate, Glyceryl Caprylate, Cutibacterium Avidum Ferment Extract Filtrate, Ethylhexylglycerin, Aqua, Protease, 1,2-Hexanediol, Butylene Glycol, Propanediol, Panthenol, Glyceryl Glucoside, Fructan, Lactobacillus Ferment Lysate, Canavalia Gladiata Seed Extract, Ceratonia Siliqua Seed Extract, Glycerin, Glycine Soja (Soybean) Seed Extract, Lens Esculenta (Lentil) Seed Extract, Phaseolus Radiatus Seed Extract, Pueraria Lobata Root Extract, Hydrolyzed Collagen, Pantolactone, Capryloyl Salicylic Acid.;0;Cleansing Balm;Cleanser;membersihkan makeup yang tebal yang sulit dibersihkan dengan facial wash saja, serta mengangkat debu dan minyak berlebih pada wajah. membantu menjaga kekuatan skin barrier. membantu merawat elatisitas kulit
Acnederm Pore Blackhead Balm;WARDAH;Rp43.000;Mineral Oil, PEG-20 Glyceryl Triisostearate, Polyethylene, Salicylic Acid, Phenoxyethanol, Caprylyl Glycol, Melaleuca Alternifolia Leaf Oil, Silica, Tocopheryl Acetate;4.3;Cleansing Balm;Cleanser;Bantu mengurangi blackhead/komedo di wajah, Bantu rawat kulit yang berjerawat, Bantu menyerap minyak berlebih di pori-pori kulit, Bantu melembabkan kulit, Kulit terasa halus dan lembut, Tekstur Balm yang lembut dengan formula nyaman di kulit.
