name;brand;price;ingredients;rating;sub-category;category;benefit
Naufa Pure Olive Oil Bar Soap;AVOSKIN;Rp37.050;Coconut (Cocos Nucifera) Oil, Aqua, Glycerin, Sodium Hidroxyde, Sodium chloride, Glycerin, Stearic Acid, Honey (Mel), Goat's Milk Powder, Olive (Olea Europaea) Oil, Pachyrrhizus erosus root extract, Fragrance (Parfum) Components dan Finished Fragrances;4.5;Cleansing Bar;Cleanser;membersihkan, namun juga melawan jerawat dan minyak berlebih. Hasilnya, kulit tampak lebih segar, lembut, dan cerah dari waktu ke waktu.
Whitelab Acne Soap;WHITELAB;Rp32.600;BHA, Tea Trea;4.6;Cleansing Bar;Cleanser;Membersihkan kulit dari kotoran, debu, dan minyak sehingga kulit akan tampak lebih segar & bersih, Merawat kulit yang berjerawat (pada wajah dan tubuhmu), Membantu menghambat pertumbuhan bakteri penyebab jerawat, Menenangkan kulit yang iritasi / kemerahan, Melembabkan kulit, Mencerahkan kulit
Blemish Enzyme Powder Cleanser;PAPA RECIPE;Rp275.500;Zea Mays Starch, Sodium Cocoyl Isethionate, Sodium Lauroyl Glutamate, Sodium Palmitate, Diglycerin, Juglans Regia Shell Powder, Citric Acid, Oryza Sativa Powder, Allantoin, Parfum, Maltodextrin, Papain, Lactobionic Acid, Aqua, Glycerin, Butylene Glycol, Gossypium Herbaceum Extract, Angelica Keiskei Leaf/Stem Extract, Oryza Sativa (Rice) Extract, Panax Ginseng Root Extract, Portulaca Oleracea Extract, Rosmarinus Officinalis Leaf Extract, Scutellaria Baicalensis Root Extract, Tricholoma Matsutake Extract, 1,2-Hexanediol, Arbutin, Gluconolactone, Sodium Benzoate, Rice Ferment Filtrate.;5;Cleansing Powder;Cleanser;mengangkat kotoran di wajah, mengangkat sel-sel kulit mati dan menjadikan kulit wajah lebih lembut, merawat blemish skin
Face Wash Powder;DHC;Rp172.000;zea mays (corn) starch, maltitol, potassium myristate, sodium cocoyl glycinate, sodium cocoyl isethionate, sorbitol, protease, dipotassium glycrrhizate, glycyl glycine, silica, water/aqua/eau, alcohol, honey/mel/miel, sodium hyaluronate, lavandula angustifolia (lavender) flower extract;4.6;Cleansing Powder;Cleanser;membersihkan wajah secara menyeluruh, mengeksfoliasi kulit, melembutkan kulit dan mengangkat sel-sel kulit mati.
