name;brand;price;ingredients;rating;sub-category;category;benefit
[NEW] KOSE Sekkisei Cream Excellent;KOSE;Rp1.064.800;Coix seed extract, Melothria extract, Red oolong tea extract, Vitamin C derivative, Angelica extract, Chinese quince extract, Sugar derivative.;0;Peel off Mask;Face Mask;Krim pencerah yang memberikan kekencangan dan elastisitas kulit, melembabkan, meningkatkan kekenyalan, dan membantu mencegah bintik-bintik penuaan akibat paparan sinar matahari dan faktor lingkungan lainnya. Memlembapkan / menjaga kulit tetap terhidrasi, Mengaktifkan formula untuk whitening dan menjaga kulit tetap sehat, Mencegah noda hitam dan menghilangkan efek lengket pada pemakaian
Grape Seed Olive Face Mask;EMINA;Rp44.400;Aqua, Polyvinyl Alcohol, Ethanol, Propylene Glycol, Glycerin, Sodium Lauryl Sulfate, Polysorbate 60, Phenoxyethanol, Biosaccharide Gum-1, Butylene Glycol, 1,2-Hexanediol, Caprylyl Glycol, Xanthan Gum, Olive Oil, PEG-7 Esters, Olive (Olea Europaea) Oil, Fragrance, Tocopheryl Acetate, Allantoin, Methyl Alcohol, Disodium EDTA, Triethylene Glycol, Glyceryl Polyacrylate, Sodium Acetate, Aloe Barbadensis (Aloe Vera) Leaf Extract, PEG-40 Hydrogenated Castor Oil, Trideceth-9, Ethylhexylglycerin, Polysorbate 20, Vitis Vinifera (Grape) Seed Extract, Potassium Sorbate, Sodium Benzoate, Ci 14720, Ci 42090, Ci 19140;4.2;Peel off Mask;Face Mask;memberikan efek mengencangkan kulit. membuat kulit wajah sehat dan kencang, membuat kulit terasa kencang dan mudah dibersihkan melindungi dan mencegah penuaan dini pada kulit. melembabkan kulit untuk kulit lebih sehat
Feeling Beautiful Renewing Cucumber Peel-Off Gel Mask 15ml Sachet;FREEMAN BEAUTY;Rp13.360;Water, Polyvinyl Alcohol, SD Alcohol 40-B, PEG-8, Glycerin, Propylene Glycol, Musa Sapientum Fruit Extract, Cocos Nucifera Extract, Zingiber Officinale Root Extract, Psidium Guajava Fruit Extract, Cymbopogon Schoenanthus Extract, Carica Papaya Fruit Extract, Maranta Arundinacea Root Extract, Rubus Idaeus Fruit Extract, Santalum Album Extract, Macrocystis Pyrifera Extract, Nasturtium Officinale Extract, Aleurites Moluccana Extract, Panthenol, Allantoin, Aloe Barbadensis Leaf Juice, Cucumis Sativus Fruit Extract, Sodium PCA, Ascorbic Acid, Tocopheryl Acetate, Polysorbate 20, Methylchloroisothiazolinone, Methylisothiazolinone, Fragrance, Butylphenyl Methylpropional, Citronellol, Hexyl Cinnamal, Blue 1;4.5;Peel off Mask;Face Mask;mengelupas kotoran yang dapat menyebabkan kulit menjadi kasar dan kusam. masker ini membantu menenangkan dan memberikan kelembapan pada kulit, sehingga terasa lembut dan halus setiap kali digunakan.
Marble Pore Cleansing Peel Off Mask 14ml Sachet;FREEMAN BEAUTY;Rp18.270;Water/Aqua, Polyvinyl Alcohol, SD Alcohol 40-B/Alcohol Denat., PEG-8, Propylene Glycol, Glycerin, Silica Dimethyl Silylate, Bentonite, Xanthan Gum, Chamomilla Recutita (Matricaria) Flower Oil, Glycyrrhiza Glabra (Licorice) Root Extract, Camellia Sinensis (Tea) Leaf Extract, Rosa Canina Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Azadirachta Indica (Neem) Seed Oil, Salix Alba (Willow) Bark Extract, Musa Sapientum (Banana) Fruit Extract, Cocos Nucifera (Coconut) Fruit Extract, Aleurites Moluccanus Seed Extract, Zingiber Officinale (Ginger) Root Extract, Psidium Guajava Fruit Extract, Cymbopogon Schoenanthus Extract, Carica Papaya (Papaya) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Santalum Album (Sandalwood) Extract, Macrocystis Pyrifera (Kelp) Extract, Nasturtium Officinale Extract, Maranta Arundinacea Root Extract, Titanium Dioxide, Polysorbate 20, Phenoxyethanol, Diazolidinyl Urea, Iodopropynyl Butylcarbamate, Fragrance/Parfum, Linalool, Limonene, Red 33 (CI 17200), Red 40 (CI 16035).BLUE INGREDIENTS: Water /Aqua, Polyvinyl Alcohol, SD Alcohol 40-B/Alcohol Denat., PEG-8, Propylene Glycol, Glycerin, Silica Dimethyl Silylate, Bentonite, Xanthan Gum, Tanacetum Annum Oil, Chamomilla Recutita (Matricaria) Flower Oil, Glycyrrhiza Glabra (Licorice) Root Extract, Camellia Sinensis (Tea) Leaf Extract, Rosa Canina Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Azadirachta Indica (Neem) Seed Oil, Salix Alba (Willow) Bark Extract, Musa Sapientum (Banana) Fruit Extract, Cocos Nucifera (Coconut) Fruit Extract, Aleurites Moluccanus Seed Extract, Zingiber Officinale (Ginger) Root Extract, Psidium Guajava Fruit Extract, Cymbopogon Schoenanthus Extract, Carica Papaya (Papaya) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Santalum Album (Sandalwood) Extract, Macrocystis Pyrifera (Kelp) Extract, Nasturtium Officinale Extract, Maranta Arundinacea Root Extract, Titanium Dioxide, Polysorbate 20, Phenoxyethanol, Diazolidinyl Urea, Iodopropynyl Butylcarbamate, Fragrance/Parfum, Benzyl Benzoate, Blue 1 (CI 42090);4.5;Peel off Mask;Face Mask;Membersihkan pori-pori, menghaluskan kulit, mendetoksifikasi kulit, mengangkat sel kulit mati, menenangkan iritasi, melembapkan kulit kering, serta memberikan efek kulit bercahaya.
KOSE Sekkisei Clear Brightening Mask;KOSE;Rp344.960;Coix seed extract, Melothria extract, Red oolong tea extract, Vitamin C derivative, Angelica extract, Chinese quince extract, Sugar derivative.;0;Peel off Mask;Face Mask;Masker Peel-off berwarna hitam yang mampu mengangkat sel-sel kulit mati dan mengatasi pori-pori yang tersumbat. masker ini mampu mengencangkan kulit, mengecilkan pori-pori, menghilangkan komedo dan sel-sel kulit mati.
Men Acno Fight Peel Off Mask;GARNIER;Rp20.500;AQUA / WATER, ALCOHOL DENAT, VP/VA COPOLYMER, POLYVINYL ALCOHOL, GLYCERIN, PEG-8, Cl 77499 / IRON OXIDES, CELLULOSE GUM, CHARCOAL POWDER, CITRIC ACID, POLYGLYCERIN-10, POLYGLYCERYL-10 MYRISTATE, POLYGLYCERYL-10 STEARATE, SALICYLIC ACID, SODIUM DEHYDROACTATE, SODIUM HYDROXIDE, XANTHAN GUM, PARFUM/FRAGRANCE;4.3;Peel off Mask;Face Mask;membantu mengangkat komedo/bintik hitam, membantu mengangkat komedo/bintik hitam. mengangkat sel kulit mati, mengurangi minyak berlebih penyebab jerawat dan melawan komedo/bintik hitam
Feeling Beautiful Renewing Cucumber Peel-Off Gel Mask 175ml;FREEMAN BEAUTY;Rp55.750;Water, Polyvinyl Alcohol, SD Alcohol 40-B, PEG-8, Glycerin, Propylene Glycol, Musa Sapientum Fruit Extract, Cocos Nucifera Extract, Zingiber Officinale Root Extract, Psidium Guajava Fruit Extract, Cymbopogon Schoenanthus Extract, Carica Papaya Fruit Extract, Maranta Arundinacea Root Extract, Rubus Idaeus Fruit Extract, Santalum Album Extract, Macrocystis Pyrifera Extract, Nasturtium Officinale Extract, Aleurites Moluccana Extract, Panthenol, Allantoin, Aloe Barbadensis Leaf Juice, Cucumis Sativus Fruit Extract, Sodium PCA, Ascorbic Acid, Tocopheryl Acetate, Polysorbate 20, Methylchloroisothiazolinone, Methylisothiazolinone, Fragrance, Butylphenyl Methylpropional, Citronellol, Hexyl Cinnamal, Blue 1;5;Peel off Mask;Face Mask;mengelupas kotoran yang dapat menyebabkan kulit menjadi kasar dan kusam. masker ini membantu menenangkan dan memberikan kelembapan pada kulit, sehingga terasa lembut dan halus setiap kali digunakan.
