name;brand;price;ingredients;rating;sub-category;category;benefit
One Step Green Calming Pads;COSRX;Rp194.940;Camellia Sinensis Leaf Water, Butylene Glycol, Taraxacum Officinale (Dandelion) Leaf Extract, Centella Asiatica Extract, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Artemisia Princeps Extract, 1,2-Hexanediol, Cassia Obtusifolia Seed Extract, Lactobionic Acid, Maltodextrin, Panthenol, Polyglyceryl-10 Laurate, Polyglyceryl-10 Myristate, Glycerine, Arginine, Allantoin, Asiaticoside, Asiatic Acid, Madecassic Acid, Sodium Hyaluronate, Gardenia Florida Fruit Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Menthyl Lactact, Mentha Haplocalix Extract.;4.8;Toner;Treatment;memberikan sensasi menenangkan kulit sensitif. menyamarkan pori-pori yang terlihat, menghidrasi kulit, mengurangi minyak berlebih dan mengurangi kemerahan pada kulit.
White Truffle First Aromatic Toner;D'ALBA;Rp252.000;Water, Dipropylene Glycol, Neopentyl Glycol Diheptanoate, Glycereth-26, 1,2-Hexanediol, Tuber Magnatum Extract, Tocopherol, Hydroxyethyl Urea, Sodium Chloride, Betaine, Persea Gratissima (Avocado) Oil, Rosa Damascena Flower Water, Butylene Glycol, Sorbitol, Helianthus Annuus (Sunflower) Seed Oil, Disodium EDTA, Centella Asiatica Extract, Camellia Sinensis Leaf Extract, Houttuynia Cordata Extract, Portulaca Oleracea Extract, Adenosine, Olea Europaea (Olive) Fruit Oil, Macadamia Ternifolia Seed Oil, Camellia Japonica Seed Oil, Oenothera Biennis (Evening Primrose) Oil, Gluconolactone, Glycerin, Glycine Soja (Soybean) Oil, Hippophae Rhamnoides Fruit Oil, Opuntia Ficus-Indica Stem Extract, Castanea Crenata (Chestnut) Shell Extract, Diospyros Kaki Leaf Extract, Bixa Orellana Seed Oil, Protease, Papain, Bromelain, Lipase, Fragrance, Linalool, Hexyl Cinnamal, Limonene;4.8;Toner;Treatment;merawat kekencangan kulit dan menutrisi kulit, dan membuat kulit menjadi nyaman dengan kadar pH yang rendah. melembapkan kulit dengan hasil akhir yang menyegarkan.
Blemish Control Pore Perfecting Toner;SUKIN;Rp139.750;Water(Aqua), Glycerin,AloeBarbadensis Leaf Juice, Cydonia Oblonga Leaf Extract(Quince), Camellia Sinensis Leaf Extract(Green Tea/White Tea), Zingiber Officinale(Ginger)Root Extract, Mentha Piperita(Peppermint)Leaf Extract, Melaleuca Alternifolia(Tea Tree)Leaf Oil,EucalyptusCitriodora Oil, Rosmarinus Officinalis(Rosemary)Leaf Oil, Lavandula Angustifolia(Lavender)Oil, Caprylyl/Capryl Glucoside, Sodium Cocoyl Glutamate, Salicylic Acid, Glyceryl Caprylate, Polyglyceryl-6 Oleate, Sodium Surfactin, Sorbic Acid, Sodium Hydroxide, Benzyl Alcohol, Limonene, Linalool;4.5;Toner;Treatment;Membersihkan pori-pori dan mengurangi tampak pori-pori Mengurangi kilau berlebih di wajah
Deep Green Tea Toner;BENTON;Rp126.000;Camellia Sinensis Leaf Water(50%), Aqua (Water), Butylene Glycol, 1,2-Hexanediol, Glycerin, Pentylene Glycol, Sodium Hyaluronate, Centella Asiatica Extract, Houttuynia Cordata Extract, Camellia Sinensis Leaf Extract, Camellia Sinensis Seed Extract, Camellia Sinensis Root Extract, Salix Nigra (Willow) Bark Extract, Punica Granatum Fruit Extract, Betaine;4.5;Toner;Treatment;menyegarkan dan melembabkan kulit, serta membantu menjadikan kulit sehat dan cerah.
Calming Toner Pad;PYUNKANG YUL;Rp174.000;Purified Water, Butylene Glycol, Propanediol, Glycerin, Allantoin, Pentylene Glycol, Panthenol, Dipropylene Glycol, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Salix Alba (Willow) Bark Extract, 1,2-Hexanediol, Gluconolactone, Sodium Hyaluronate, Bambusa Vulgaris Extract, Cetyl Ethylhexanoate, Ethylhexyl Palmitate, Caprylic/Capric Triglyceride, Hydrolyzed Hyaluronic Acid, Hydroxypropyltrimonium Hyaluronate, Lonicera Japonica (Honeysuckle) Flower Extract, Centella Asiatica Extract, Sodium Hyaluronate Crosspolymer, Sodium Acetylated Hyaluronate, C12-14 Pareth-12, Madecassoside, Madecassic Acid, Asiaticoside, Asiatic Acid, Citric Acid, Polyglyceryl-10 Myristate, Ethylhexylglycerin, Disodium EDTA, Caprylyl Glycol, Hydroxyacetophenone;5;Toner;Treatment;membersihkan sel kulit mati dan kotoran pada wajah. mengurangi sebum berlebih dan menyamarkan pori-pori, menenangkan kulit. membersihkan pori-pori dan sel kulit mati, merawat tekstur kulit. Menenangkan kulit yang berjerawat
Green Derma Tea Tree Cica Big Toner;NATURE REPUBLIC;Rp257.000;Water, Melaleuca Alternifolia  (Tea Tree) Leaf Water, Glycerin, Dipropylene  Glycol, Propanediol, 1,2-Hexanediol, Trehalose, Butylene Glycol, C12-14 Pareth-12, Polyglyceryl-10 Laurate, Portulaca Oleracea Extract, Hydroxyacetophenone, Sodium Citrate, Ethylhexylglycerin, Citric Acid, Centella Asiatica Extract, Disodium Edta, Dipotassium  Glycyrrhizate, Lavandula Angustifolia  (Lavender) Oil, Citrus Aurantium Dulcis (Orange) Oil, Hydrogenated Lecithin, Ficus Carica (Fig) Fruit Extract, Citrus Nobilis (Mandarin Orange) Peel Oil, Propolis Extract, Gluconolactone, 4-Terpineol, Ceramide Np, Litsea Cubeba Fruit Oil, Anthemis Nobilis Flower Oil, Madecassoside, Melaleuca Alternifolia  (Tea Tree) Extract, Tocopherol, Melaleuca Alternifolia  (Tea Tree) Flower/Leaf/Stem Extract, Asiaticoside, Madecassic Acid, Asiatic Acid, Moringa Oleifera Seed Oil, Phytosphingosine.;4.5;Toner;Treatment;membantu menyegarkan kulit dan menjaga kulit tetap lembap setelah membersihkan wajah
Deep Green Calming Daily Toner;TEDDY CLUBS;Rp53.400;Aqua, Glycerin, Butylene Glycol, Houttuynia Cordata (Heartleaf) Extract, Centella Aciatica Extract, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Camellia Sinensis Leaf Extract, Glycyrrhiza Uralensis (Licorice) Root Extract, Chamomilla Recutita (Matricaria) Extract, Rosmarinus Officinalis (Rosemary) Extract, Salicylic Acid, Sodium Hyaluronate Crosspolymer, Sodium Hyaluronate, Sodium Acetylated Hyaluronate, Hydrolyzed Sodium Hyaluronate, Allantoin, Tetrasodium EDTA, Phenoxyethanol.;4.5;Toner;Treatment;Menyegarkan kulit - Membersihkan sisa kotoran pada wajah. - Menenangkan kemerahan kulit - Melembabkan kulit 
Skin Buddy Face Toner;EMINA;Rp20.000 - Rp31.500;Aqua, Butylene Glycol, Propylene Glycol, Phenoxyethanol, Trideceth-9, Aloe Barbadensis (Aloe Vera) Leaf Extract, PEG-40 Hydrogenated Castor Oil, Glycerin, Ethylhexylglycerin, Polysorbate 20, Fragrance, Sodium Hyaluronate, Calendula Officinalis Flower Extract, Chamomilla Recutita (Matricaria) Flower Extract, Potassium Sorbate, Sodium Benzoat;4.5;Toner;Treatment;memberikan efek menenangkan dan hidrasi yang tahan lama.
Cera-Glow Toning Essence Pads;LUNESSE;Rp81.900;Water, Glycerin, Butylene Glycol, Niacinamide, Succinic Acid, Pentylene Glycol, Sodium Hydroxide, 1,2-Hexanediol, Allantoin, Polysorbate 20, Ethylhexylglycerin, Dipotassium Glycyrrhizate, Xanthan Gum, Sodium Phytate, Tocopherol, Caprylic/Capric Triglyceride, Hydrogenated Lecithin, Ceramide NP, Sodium Stearoyl Glutamate;5;Toner;Treatment;menyeimbangkan kelembaban kulit sekaligus mengurangi sebum berlebih, memberikan efek healthy glow pada kulit  mengeksfoliasi kulit dengan lembut namun mampu mengangkat kotoran, komedo, dan mengurangi jerawat - membantu menghaluskan serta meratakan tekstur kulit, serta mengecilkan pori-pori kulit 
Resurface Mild Exfoliating Toner;BHUMI;Rp246.000;Water, Alcohol, Glycerin, Polysorbate 20, Glycolic Acid, Lactic Acid, Triethanolamine, Hyaluronic Acid, Niacinamide, Chlorphenesin, Sodium Benzoate, Ceramide, Aloe Barbadensis Leaf Juice, Propanediol, Fragrance, Menthyl Lactate, Nelumbo Nucifera (Lotus Leaf) Leaf Extract, Camellia Sinensis (Green Tea) Leaf Extract, Psidium Guajava (Guava) Leaf Extract, Angelica Archangelica Seed Oil, Tetrasodium EDTA, Allantoin, Citrus Paradisi Fruit Extract, Rosa Rugosa Flower Oil, Potassium Sorbate.;4.5;Toner;Treatment;mengeksfoliasi kulit wajah dan mengangkat sel kulit mati, serta membersihkan pori-pori yang tersumbat dari produksi minyak berlebih
Blessing Of Sprout Radiance Toner;HAYEJIN;Rp169.000;Water, Nelumbo Nucifera Germ Extract, Dipropylene Glycol, Betaine, Methyl Gluceth-20, Panthenol, Brassica Campestris (Rapeseed) Sprout Extract, Triticum Vulgare (Wheat) Sprout Extract, Brassica Oleracea Italica (Broccoli) Sprout Extract, Sophora Japonica Bud Extract, Artemisia Dracunculus (Tarragon) Leaf/?Stem Extract, Lavandula Angustifolia (Lavender) Extract, Melissa Officinalis Leaf Extract, Mentha Rotundifolia Leaf Extract, Mentha Viridis (Spearmint) Extract, Ocimum Basilicum (Basil) Leaf Extract, Origanum Vulgare Flower/?Leaf/?Stem Extract, Rosmarinus Officinalis (Rosemary) Extract, Tanacetum Vulgare Extract, Thymus Vulgaris (Thyme) Extract, Ectoin, 1,2-Hexanediol, Sodium Hyaluronate, Titanium Dioxide (Ci 77891), Tin Oxide, Calcium Sodium Borosilicate, C12-13 Pareth-9, Carbomer, Tromethamine, Cellulose Gum, Fragrance, Agar, Pentylene Glycol, Disodium EDTA, Ethylhexylglycerin;4.8;Toner;Treatment;mencerahkan kulit kusam. memberikan hidrasi pada kulit wajah menambah vitalitas serta menyehatkan kulit yang lelah.
ISOI PHA First Tonic;ISOI;Rp620.000;Aqua, Glycerin, Betaine, Scutellaria Baicalensis Root Extract, Paeonia Suffruticosa Root Extract, Arginine, Gluconolactone, Butylene Glycol, Glycyrrhiza Glabra Root Extract, Panthenol, Xanthan Gum, Allantoin, Citrus Aurantium Bergamia Fruit Oil, Calendula Officinalis Flower Extract, 1,2-Hexanediol, Castanea Crenata Shell Extract, Centella Asiatica Extract, Salix Alba (Willow) Bark Extract, Euterpe Oleracea Fruit Extract, Citrus Aurantifolia Fruit Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Pyrus Malus Fruit Extract, Vitis Vinifera Fruit Extract, Vaccinium Angustifolium Fruit Extract, Phyllanthus Emblica Fruit Extract, Vaccinium Macrocarpon Fruit Extract.;0;Toner;Treatment;mengeksfoliasi kulit terluar tanpa membuat kulit menjadi kering. membantu menenangkan kulit wajah dan merawat skin barrier. Wajah tetap segar dan ternutrisi.
